stream,gender,log_quo,read_sk,hsc score,sports_in,sports_ac,arts_in,arts_rel,teach_sk,comm_sk,stage_in,lead,lead_m,chem_in,chem_sk,tech_in,tech_sh,tech_s_s,tech_h_s,bio_in,bio_class,bio_pr,fam_bus,fam_biz,pub_serv,maths_sk,visual,career
bio,other,9,2,487,no,0,yes,tourism,1,3,yes,10,1,no,0,no,0,0,0,yes,medical,orthopaedic,no,0,4,7,4,Medicine and Nutrition
bio,male,0,5,37,yes,1,no,0,0,5,yes,5,3,yes,2,no,0,0,0,no,0,0,no,0,7,1,8,UPSC/GPSC etc.
commerce,female,0,6,104,no,0,yes,fineart,6,4,yes,4,1,no,0,yes,software,0,0,yes,nutritionist,orthopaedic,yes,construction,1,9,3,Medicine and Nutrition
none,male,8,4,383,yes,2,yes,music,7,7,no,5,3,no,0,no,0,0,0,yes,medical,pediatrician,yes,construction,3,9,2,Teaching
bio,other,4,4,262,no,0,no,0,8,2,yes,5,5,yes,10,no,0,0,0,no,0,0,no,0,1,7,3,Chemical Engineering
arts,female,6,1,459,yes,5,no,0,3,3,yes,2,1,no,0,yes,hardware,0,0,yes,medical,orthopaedic,no,0,4,9,7,Sports Science
bio,other,1,5,71,yes,2,yes,music,8,2,yes,3,3,yes,10,no,0,0,0,no,0,0,yes,enterprise,4,7,2,Chemical Engineering
commerce,female,0,4,61,yes,4,no,0,2,5,no,5,2,yes,6,no,0,0,0,no,0,0,yes,construction,9,9,4,Sports Science
maths,other,2,5,27,no,0,no,0,5,1,no,7,5,no,0,yes,hardware,0,0,yes,medical,physician,yes,construction,6,7,10,Medicine and Nutrition
maths,other,4,1,192,yes,1,yes,literature,0,7,no,8,3,no,0,yes,software,0,0,no,0,0,no,0,6,8,2,UPSC/GPSC etc.
arts,male,7,5,348,no,0,no,0,5,0,no,7,9,no,0,no,0,0,0,no,0,0,no,0,2,6,5,Marketing Management
bio,female,2,0,275,no,0,no,0,9,0,yes,8,1,yes,4,no,0,0,0,yes,medical,veterinary,no,0,6,6,1,Medicine and Nutrition
none,female,1,3,89,no,0,no,0,1,2,yes,8,5,yes,3,no,0,0,0,no,0,0,yes,construction,8,6,2,Business/Industrial Mngmnt.
none,female,3,1,325,no,0,yes,literature,0,7,yes,8,3,no,0,yes,hardware,0,0,no,0,0,no,0,2,10,8,CA/CS/Banking
none,other,0,7,229,no,0,no,0,1,1,yes,1,2,no,0,yes,hardware,0,0,no,0,0,no,0,5,10,5,CA/CS/Banking
bio,other,9,3,336,no,0,no,0,10,0,yes,9,3,yes,5,no,0,0,0,no,0,0,no,0,7,8,3,UPSC/GPSC etc.
commerce,female,9,4,368,yes,4,no,0,7,8,no,1,2,no,0,no,0,0,0,no,0,0,no,0,2,7,4,Sports Science
maths,female,1,5,205,yes,1,no,0,4,1,no,3,5,yes,4,yes,hardware,0,0,yes,medical,veterinary,yes,construction,8,4,3,Medicine and Nutrition
none,female,5,10,64,no,0,no,0,9,6,no,2,9,no,0,yes,hardware,0,0,yes,nutritionist,orthopaedic,yes,agriculture,7,10,8,Teaching
arts,female,2,4,72,yes,1,no,0,1,0,no,7,1,yes,4,no,0,0,0,yes,nutritionist,dental,yes,industrial,4,10,8,Medicine and Nutrition
arts,other,6,2,442,no,0,no,0,7,6,yes,4,8,yes,4,yes,software,0,0,yes,medical,veterinary,no,0,8,3,8,Teaching
none,male,2,4,41,yes,5,yes,music,7,5,yes,2,7,no,0,no,0,0,0,no,0,0,no,0,9,5,6,Sports Science
arts,other,5,5,4,yes,5,no,0,3,7,no,10,3,no,0,yes,hardware,0,0,yes,medical,orthopaedic,no,0,7,4,1,Sports Science
commerce,female,4,5,125,no,0,yes,literature,5,6,no,2,3,yes,7,yes,software,0,0,yes,nutritionist,pediatrician,yes,construction,5,9,2,Chemical Engineering
bio,male,7,7,355,no,0,no,0,7,7,yes,8,3,no,0,yes,software,0,0,no,0,0,yes,agriculture,8,3,3,Teaching
bio,other,6,2,363,no,0,no,0,5,6,yes,2,6,no,0,yes,software,0,0,yes,nutritionist,veterinary,no,0,7,9,6,Medicine and Nutrition
arts,female,7,3,456,yes,5,no,0,8,1,no,7,2,yes,8,yes,hardware,0,0,no,0,0,no,0,9,7,8,Sports Science
bio,other,9,6,426,yes,4,yes,literature,8,8,yes,4,2,no,0,yes,software,0,0,no,0,0,no,0,5,6,10,Sports Science
bio,female,1,2,147,yes,3,no,0,2,0,no,7,1,no,0,yes,hardware,0,0,yes,nutritionist,veterinary,yes,enterprise,2,1,7,Medicine and Nutrition
bio,female,5,0,301,yes,2,no,0,1,10,no,6,7,no,0,no,0,0,0,no,0,0,yes,enterprise,4,3,7,Business/Industrial Mngmnt.
bio,other,3,3,78,yes,3,no,0,0,10,yes,1,2,no,0,no,0,0,0,yes,medical,veterinary,no,0,3,7,9,Medicine and Nutrition
maths,other,5,4,273,no,0,yes,theatre,7,6,yes,1,4,yes,2,yes,software,0,0,yes,medical,pediatrician,yes,construction,8,1,2,Theatre & Tourism
none,other,8,7,472,no,0,no,0,9,3,no,3,4,no,0,no,0,0,0,yes,nutritionist,pediatrician,yes,industrial,6,3,2,Medicine and Nutrition
bio,male,7,9,485,no,0,no,0,6,9,no,1,7,no,0,yes,hardware,0,0,yes,nutritionist,dental,yes,agriculture,2,1,2,Medicine and Nutrition
none,male,7,10,449,yes,1,yes,music,1,10,no,8,5,no,0,yes,software,0,0,yes,medical,physician,no,0,3,10,7,Medicine and Nutrition
arts,other,0,2,292,no,0,yes,theatre,5,10,yes,7,8,yes,1,no,0,0,0,yes,medical,veterinary,no,0,1,5,9,Theatre & Tourism
maths,male,9,6,363,no,0,no,0,6,3,yes,2,8,yes,3,yes,hardware,0,0,no,0,0,yes,enterprise,3,5,3,Business/Industrial Mngmnt.
commerce,female,1,7,31,yes,1,yes,tourism,6,5,no,5,8,yes,4,yes,hardware,0,0,no,0,0,no,0,4,4,6,Graphics & Designing
none,other,9,5,390,yes,2,no,0,7,7,no,8,8,yes,6,no,0,0,0,yes,nutritionist,veterinary,yes,industrial,5,2,4,Teaching
maths,female,0,1,32,no,0,no,0,5,5,no,4,7,no,0,yes,software,0,0,yes,nutritionist,veterinary,no,0,1,2,4,Medicine and Nutrition
bio,female,6,4,366,yes,3,no,0,2,0,no,4,3,yes,3,no,0,0,0,yes,nutritionist,pediatrician,no,0,6,8,6,Medicine and Nutrition
arts,male,3,1,244,no,0,no,0,10,4,no,9,9,yes,1,yes,software,0,0,yes,nutritionist,physician,yes,enterprise,1,6,5,Marketing Management
arts,other,1,9,306,yes,4,no,0,1,1,yes,1,9,yes,8,yes,hardware,0,0,no,0,0,yes,enterprise,7,9,1,Sports Science
none,other,8,9,494,no,0,yes,tourism,1,8,yes,10,10,no,0,yes,software,0,0,yes,medical,pediatrician,no,0,5,9,4,Marketing Management
maths,other,8,10,445,no,0,yes,theatre,6,4,no,7,5,yes,5,no,0,0,0,yes,medical,physician,no,0,6,3,4,Theatre & Tourism
bio,male,7,7,407,yes,2,no,0,7,2,no,2,9,no,0,yes,software,0,0,yes,medical,dental,no,0,9,8,2,Medicine and Nutrition
none,male,1,8,61,yes,2,no,0,1,5,yes,4,6,yes,9,yes,software,0,0,no,0,0,yes,industrial,10,10,2,Chemical Engineering
maths,female,9,0,400,no,0,no,0,6,5,no,6,5,yes,10,no,0,0,0,no,0,0,no,0,5,2,6,Chemical Engineering
bio,female,10,0,409,no,0,yes,tourism,8,8,no,5,4,yes,7,no,0,0,0,yes,nutritionist,orthopaedic,yes,enterprise,1,3,7,Teaching
maths,other,8,7,349,no,0,no,0,10,3,yes,9,1,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,8,4,1,Business/Industrial Mngmnt.
maths,other,10,6,440,no,0,yes,music,3,4,yes,1,7,yes,1,no,0,0,0,yes,nutritionist,physician,yes,agriculture,4,9,1,Medicine and Nutrition
bio,male,10,6,387,yes,1,no,0,9,8,no,8,2,no,0,no,0,0,0,no,0,0,yes,construction,7,3,9,Teaching
maths,male,5,4,37,no,0,yes,tourism,2,0,no,1,7,yes,3,yes,software,0,0,yes,medical,pediatrician,no,0,5,10,7,Medicine and Nutrition
commerce,male,0,10,196,no,0,yes,music,9,7,yes,5,5,yes,7,no,0,0,0,no,0,0,no,0,1,9,8,Teaching
maths,other,8,5,343,no,0,yes,literature,5,3,no,2,10,no,0,no,0,0,0,no,0,0,yes,enterprise,2,2,2,Business/Industrial Mngmnt.
maths,male,3,9,114,no,0,yes,music,3,2,no,6,2,no,0,yes,hardware,0,0,no,0,0,yes,construction,3,2,6,Business/Industrial Mngmnt.
none,female,9,1,487,no,0,no,0,10,7,no,7,9,no,0,no,0,0,0,yes,medical,dental,no,0,2,3,6,Teaching
arts,male,8,1,444,yes,2,no,0,4,4,yes,6,7,yes,10,yes,software,0,0,no,0,0,yes,agriculture,4,1,6,Chemical Engineering
commerce,other,5,6,185,yes,4,no,0,0,7,yes,2,6,yes,1,yes,software,0,0,yes,nutritionist,veterinary,no,0,4,6,5,Sports Science
bio,male,2,9,318,yes,2,no,0,3,8,no,8,6,yes,1,no,0,0,0,no,0,0,no,0,10,5,3,Marketing Management
maths,female,10,7,357,yes,2,yes,theatre,6,0,no,1,8,yes,8,yes,hardware,0,0,yes,medical,physician,no,0,1,1,2,Theatre & Tourism
none,other,3,9,228,no,0,no,0,2,5,yes,7,3,yes,9,no,0,0,0,yes,medical,physician,yes,construction,4,2,10,Chemical Engineering
none,female,2,2,136,yes,1,no,0,4,8,no,4,2,no,0,yes,hardware,0,0,no,0,0,no,0,4,1,8,Graphics & Designing
commerce,female,4,7,271,no,0,no,0,5,5,no,1,10,yes,5,yes,hardware,0,0,yes,medical,veterinary,no,0,8,6,4,Medicine and Nutrition
none,male,6,1,422,yes,4,no,0,10,1,no,5,1,no,0,yes,hardware,0,0,no,0,0,no,0,2,4,3,Sports Science
commerce,other,2,0,217,no,0,no,0,6,1,yes,3,5,no,0,yes,software,0,0,no,0,0,no,0,10,2,6,UPSC/GPSC etc.
arts,female,6,6,425,no,0,yes,fineart,0,4,yes,10,10,no,0,no,0,0,0,yes,medical,physician,no,0,7,4,4,Marketing Management
none,male,3,9,78,no,0,no,0,7,1,yes,8,8,yes,6,no,0,0,0,no,0,0,no,0,7,8,5,Marketing Management
maths,female,4,10,281,yes,4,yes,theatre,8,6,yes,3,2,no,0,no,0,0,0,no,0,0,no,0,6,5,4,Sports Science
bio,other,0,10,201,yes,2,yes,literature,10,8,no,5,7,no,0,yes,software,0,0,yes,nutritionist,orthopaedic,no,0,9,8,10,Teaching
maths,male,3,2,121,no,0,no,0,2,9,no,10,5,yes,7,yes,software,0,0,yes,medical,pediatrician,yes,agriculture,7,1,2,Chemical Engineering
commerce,other,7,2,390,no,0,yes,literature,3,3,no,10,3,yes,2,yes,hardware,0,0,yes,nutritionist,veterinary,yes,construction,4,6,6,Medicine and Nutrition
none,male,4,2,237,yes,1,no,0,10,5,no,3,1,yes,9,no,0,0,0,no,0,0,yes,enterprise,4,5,9,Chemical Engineering
commerce,male,1,6,322,yes,5,no,0,2,6,no,9,2,yes,5,yes,software,0,0,yes,nutritionist,pediatrician,yes,industrial,10,9,9,Sports Science
commerce,male,10,2,412,yes,5,no,0,5,2,no,9,8,no,0,no,0,0,0,yes,medical,orthopaedic,no,0,7,4,6,Sports Science
none,female,2,4,280,no,0,no,0,10,2,no,2,5,yes,7,yes,software,0,0,no,0,0,no,0,1,8,5,Chemical Engineering
maths,female,2,10,286,no,0,no,0,3,3,yes,5,2,yes,1,no,0,0,0,no,0,0,yes,enterprise,9,7,8,Business/Industrial Mngmnt.
commerce,female,7,2,417,no,0,no,0,7,0,no,9,2,yes,6,yes,hardware,0,0,no,0,0,yes,enterprise,10,4,5,Business/Industrial Mngmnt.
arts,male,0,9,258,yes,2,no,0,3,2,yes,3,10,no,0,yes,hardware,0,0,yes,medical,pediatrician,no,0,9,2,3,Medicine and Nutrition
bio,male,9,8,427,no,0,no,0,7,5,no,9,9,yes,1,no,0,0,0,no,0,0,no,0,3,9,4,Marketing Management
bio,female,4,5,238,no,0,no,0,10,1,yes,1,7,yes,2,no,0,0,0,yes,medical,pediatrician,yes,agriculture,6,8,8,Medicine and Nutrition
bio,male,4,9,72,no,0,yes,literature,4,1,yes,1,9,yes,10,yes,software,0,0,yes,medical,dental,yes,enterprise,10,5,9,Chemical Engineering
maths,female,8,7,467,no,0,yes,literature,7,9,yes,10,1,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,3,7,4,Teaching
maths,male,8,8,369,no,0,yes,literature,5,7,no,8,4,no,0,no,0,0,0,yes,medical,physician,yes,industrial,8,9,5,Medicine and Nutrition
commerce,female,10,9,394,no,0,yes,music,9,1,yes,4,3,yes,4,no,0,0,0,yes,nutritionist,pediatrician,yes,enterprise,2,10,4,Medicine and Nutrition
bio,male,0,1,298,no,0,no,0,1,10,no,8,8,no,0,yes,software,0,0,yes,medical,dental,no,0,5,8,7,Marketing Management
commerce,female,6,5,417,yes,3,yes,music,10,5,yes,3,10,yes,6,yes,hardware,0,0,no,0,0,yes,construction,10,2,10,Business/Industrial Mngmnt.
bio,other,6,7,400,no,0,no,0,3,0,no,4,2,yes,8,yes,software,0,0,no,0,0,yes,construction,6,1,1,Chemical Engineering
maths,other,3,5,6,no,0,yes,literature,6,0,yes,6,7,yes,5,no,0,0,0,yes,nutritionist,veterinary,no,0,1,4,5,Medicine and Nutrition
none,other,1,4,313,yes,2,no,0,3,5,no,2,9,yes,1,no,0,0,0,no,0,0,no,0,3,4,10,Graphics & Designing
none,other,2,8,308,no,0,no,0,2,3,no,6,6,yes,1,yes,hardware,0,0,no,0,0,no,0,10,1,2,UPSC/GPSC etc.
arts,male,10,1,356,yes,4,no,0,3,0,no,9,7,yes,6,no,0,0,0,yes,nutritionist,orthopaedic,yes,agriculture,7,3,2,Sports Science
commerce,female,4,7,276,yes,3,no,0,1,2,yes,9,4,yes,2,yes,hardware,0,0,yes,nutritionist,physician,yes,agriculture,9,6,6,Medicine and Nutrition
arts,female,8,1,360,no,0,yes,theatre,7,0,yes,5,7,no,0,yes,hardware,0,0,no,0,0,no,0,9,10,8,Theatre & Tourism
bio,other,2,2,263,yes,4,no,0,8,2,no,3,9,yes,3,yes,hardware,0,0,yes,medical,physician,no,0,4,4,5,Sports Science
bio,female,10,0,456,yes,4,no,0,7,5,yes,1,4,yes,3,yes,software,0,0,yes,nutritionist,pediatrician,yes,enterprise,9,6,9,Sports Science
commerce,female,9,4,487,yes,2,yes,theatre,0,4,no,1,10,yes,7,yes,software,0,0,yes,medical,dental,yes,enterprise,1,9,8,Theatre & Tourism
maths,other,8,6,479,no,0,yes,fineart,5,9,yes,5,4,yes,8,no,0,0,0,no,0,0,no,0,5,10,5,Chemical Engineering
arts,male,9,6,456,no,0,no,0,2,1,no,2,10,no,0,yes,software,0,0,no,0,0,no,0,9,5,3,UPSC/GPSC etc.
none,female,8,1,443,yes,5,no,0,1,1,no,2,10,yes,6,yes,software,0,0,no,0,0,no,0,5,2,3,Sports Science
commerce,other,4,0,223,yes,2,no,0,6,8,yes,4,3,yes,2,no,0,0,0,yes,nutritionist,dental,yes,enterprise,9,10,4,Medicine and Nutrition
arts,female,4,6,1,no,0,no,0,1,3,yes,7,6,yes,6,yes,hardware,0,0,no,0,0,yes,enterprise,2,2,1,Marketing Management
none,female,5,6,140,yes,3,yes,theatre,8,3,no,8,3,no,0,yes,software,0,0,yes,medical,dental,yes,agriculture,3,4,10,Theatre & Tourism
maths,male,8,9,387,no,0,no,0,7,2,no,8,3,no,0,no,0,0,0,no,0,0,no,0,6,6,9,UPSC/GPSC etc.
arts,female,0,5,167,yes,4,yes,music,7,1,no,4,8,no,0,no,0,0,0,no,0,0,yes,agriculture,3,8,4,Sports Science
commerce,male,1,10,284,yes,1,yes,music,0,9,no,9,8,yes,9,no,0,0,0,yes,nutritionist,physician,no,0,9,4,6,Marketing Management
maths,other,0,8,94,yes,4,no,0,6,6,no,3,2,no,0,no,0,0,0,yes,nutritionist,physician,yes,construction,3,5,5,Sports Science
maths,other,10,8,411,yes,5,no,0,7,6,no,7,7,yes,5,yes,hardware,0,0,yes,medical,pediatrician,no,0,8,5,4,Sports Science
maths,male,1,7,164,yes,4,yes,music,2,2,yes,1,6,yes,2,no,0,0,0,yes,medical,pediatrician,yes,industrial,1,5,8,Sports Science
commerce,other,3,9,219,no,0,yes,fineart,4,1,yes,7,10,no,0,no,0,0,0,no,0,0,no,0,5,9,2,Marketing Management
bio,male,5,10,50,no,0,no,0,10,5,yes,8,5,no,0,no,0,0,0,yes,nutritionist,dental,no,0,6,8,3,Medicine and Nutrition
commerce,male,9,2,477,no,0,yes,music,1,5,yes,2,2,yes,1,yes,software,0,0,no,0,0,yes,agriculture,5,6,8,Business/Industrial Mngmnt.
commerce,male,8,9,372,no,0,no,0,10,2,no,9,9,no,0,no,0,0,0,no,0,0,yes,industrial,5,10,3,Marketing Management
arts,other,7,4,496,no,0,yes,tourism,9,3,no,4,7,yes,6,no,0,0,0,no,0,0,yes,industrial,6,1,8,Business/Industrial Mngmnt.
arts,male,4,9,37,yes,3,no,0,7,4,yes,5,8,no,0,yes,hardware,0,0,yes,nutritionist,veterinary,yes,construction,6,4,10,Medicine and Nutrition
commerce,other,8,2,466,no,0,yes,music,0,9,yes,5,7,no,0,yes,hardware,0,0,no,0,0,yes,industrial,8,1,9,Business/Industrial Mngmnt.
commerce,female,9,6,441,yes,5,yes,fineart,4,6,no,10,10,yes,8,yes,software,0,0,no,0,0,yes,agriculture,2,1,8,Sports Science
arts,other,4,0,158,no,0,yes,fineart,7,10,yes,10,8,no,0,no,0,0,0,no,0,0,no,0,1,9,1,Teaching
maths,female,1,5,295,no,0,no,0,8,7,yes,4,7,yes,3,no,0,0,0,no,0,0,no,0,5,9,8,Teaching
maths,other,5,10,215,no,0,no,0,6,1,no,9,8,no,0,yes,hardware,0,0,yes,medical,veterinary,yes,enterprise,4,4,1,Marketing Management
commerce,other,3,7,278,yes,4,yes,fineart,7,5,yes,10,10,yes,7,yes,software,0,0,yes,nutritionist,dental,no,0,9,9,6,Sports Science
bio,male,3,0,115,yes,5,yes,music,9,2,no,9,8,yes,9,yes,hardware,0,0,no,0,0,yes,industrial,10,2,4,Sports Science
none,other,3,3,311,no,0,yes,tourism,2,7,yes,4,3,yes,9,no,0,0,0,no,0,0,yes,industrial,10,10,8,Chemical Engineering
arts,female,3,5,162,yes,1,yes,fineart,0,0,yes,9,9,yes,10,yes,hardware,0,0,yes,medical,physician,yes,industrial,2,10,5,Marketing Management
arts,female,1,2,319,yes,3,yes,tourism,0,10,no,10,6,yes,8,yes,hardware,0,0,yes,medical,physician,yes,agriculture,9,3,4,Marketing Management
bio,other,10,7,338,yes,2,yes,theatre,1,4,no,2,6,no,0,yes,software,0,0,no,0,0,no,0,3,5,6,Theatre & Tourism
commerce,male,4,8,5,yes,4,yes,literature,4,3,yes,8,10,no,0,no,0,0,0,yes,medical,orthopaedic,no,0,8,8,1,Sports Science
arts,female,6,10,353,no,0,no,0,1,2,no,4,6,yes,7,no,0,0,0,no,0,0,no,0,7,4,5,Chemical Engineering
commerce,female,8,3,497,yes,4,yes,theatre,5,8,yes,2,4,no,0,yes,software,0,0,no,0,0,yes,agriculture,9,1,8,Sports Science
none,female,2,0,231,no,0,no,0,0,1,no,6,8,no,0,no,0,0,0,yes,nutritionist,dental,no,0,7,2,8,Medicine and Nutrition
none,other,6,6,431,no,0,no,0,8,6,yes,7,8,no,0,no,0,0,0,yes,medical,veterinary,no,0,10,5,1,Teaching
bio,other,10,8,466,no,0,yes,music,1,4,yes,4,1,no,0,yes,hardware,0,0,yes,nutritionist,orthopaedic,no,0,8,7,1,Medicine and Nutrition
none,male,10,4,330,no,0,no,0,0,1,no,6,7,no,0,yes,hardware,0,0,no,0,0,no,0,8,3,10,UPSC/GPSC etc.
none,female,3,4,189,no,0,yes,theatre,1,2,yes,9,1,no,0,no,0,0,0,yes,medical,veterinary,no,0,10,10,1,Theatre & Tourism
commerce,male,1,1,25,yes,1,no,0,8,8,yes,6,1,yes,1,no,0,0,0,yes,medical,orthopaedic,yes,agriculture,6,5,1,Teaching
commerce,male,5,3,115,no,0,yes,theatre,1,4,no,7,8,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,6,4,5,Theatre & Tourism
none,other,7,2,354,yes,2,no,0,7,2,no,4,7,yes,2,yes,software,0,0,no,0,0,yes,agriculture,2,1,7,Business/Industrial Mngmnt.
maths,male,5,2,113,no,0,no,0,0,8,yes,3,7,no,0,no,0,0,0,yes,nutritionist,veterinary,yes,enterprise,6,9,4,Medicine and Nutrition
arts,female,7,9,354,no,0,yes,theatre,8,0,yes,5,2,yes,2,no,0,0,0,yes,nutritionist,pediatrician,yes,agriculture,8,5,4,Theatre & Tourism
maths,female,1,0,16,no,0,no,0,6,0,yes,2,1,yes,7,no,0,0,0,no,0,0,no,0,4,9,2,Chemical Engineering
commerce,other,1,3,24,no,0,no,0,10,6,no,9,9,yes,1,no,0,0,0,yes,medical,pediatrician,no,0,7,6,7,Teaching
arts,other,8,1,386,no,0,yes,tourism,0,8,no,7,8,yes,10,no,0,0,0,no,0,0,no,0,10,6,8,Marketing Management
bio,female,0,10,206,yes,2,yes,fineart,9,1,yes,8,5,yes,2,yes,software,0,0,no,0,0,no,0,1,7,3,CA/CS/Banking
commerce,other,7,0,426,yes,2,no,0,7,2,yes,3,3,no,0,yes,hardware,0,0,yes,nutritionist,physician,no,0,6,9,9,Medicine and Nutrition
bio,other,1,3,267,no,0,no,0,3,0,yes,1,8,yes,5,yes,software,0,0,yes,medical,orthopaedic,yes,agriculture,7,8,3,Medicine and Nutrition
none,other,0,10,41,yes,5,yes,music,9,5,yes,8,7,no,0,yes,hardware,0,0,yes,nutritionist,veterinary,no,0,1,8,7,Sports Science
maths,male,7,9,444,no,0,no,0,0,9,yes,4,8,no,0,no,0,0,0,no,0,0,no,0,6,3,7,UPSC/GPSC etc.
arts,other,0,3,37,no,0,yes,theatre,4,6,no,7,1,yes,2,yes,software,0,0,yes,medical,dental,yes,agriculture,9,9,1,Theatre & Tourism
commerce,other,6,9,341,no,0,no,0,5,8,yes,1,2,yes,6,yes,hardware,0,0,no,0,0,yes,agriculture,2,7,9,Business/Industrial Mngmnt.
none,male,1,6,213,no,0,no,0,7,4,no,10,9,no,0,yes,hardware,0,0,yes,nutritionist,orthopaedic,no,0,3,2,8,Marketing Management
arts,male,1,9,282,no,0,no,0,3,3,no,7,2,no,0,yes,software,0,0,yes,nutritionist,pediatrician,yes,enterprise,7,2,1,Medicine and Nutrition
maths,female,5,3,254,no,0,no,0,9,10,no,4,2,yes,5,no,0,0,0,yes,medical,physician,no,0,10,8,10,Teaching
arts,other,10,4,355,yes,1,yes,literature,10,0,yes,4,8,yes,9,no,0,0,0,no,0,0,no,0,3,1,5,Chemical Engineering
arts,female,3,6,90,no,0,yes,music,1,8,yes,8,9,no,0,no,0,0,0,no,0,0,yes,enterprise,7,2,5,Marketing Management
none,male,9,4,391,yes,3,no,0,8,5,no,3,7,yes,8,yes,hardware,0,0,yes,medical,veterinary,no,0,6,5,2,Chemical Engineering
bio,female,2,2,100,yes,4,no,0,0,9,yes,4,1,yes,7,no,0,0,0,no,0,0,yes,industrial,1,4,6,Sports Science
arts,other,6,1,421,yes,2,yes,theatre,10,7,yes,6,4,no,0,yes,hardware,0,0,no,0,0,no,0,8,6,8,Theatre & Tourism
arts,other,9,2,437,yes,4,no,0,1,1,yes,4,3,no,0,no,0,0,0,yes,medical,dental,yes,agriculture,1,10,8,Sports Science
commerce,other,9,9,480,no,0,yes,music,7,6,no,9,1,yes,3,yes,hardware,0,0,no,0,0,yes,agriculture,7,7,4,Teaching
commerce,female,0,6,105,no,0,no,0,3,8,no,10,4,no,0,yes,software,0,0,yes,nutritionist,veterinary,no,0,2,6,7,Medicine and Nutrition
none,male,10,10,355,no,0,yes,theatre,5,9,no,7,9,no,0,no,0,0,0,yes,medical,orthopaedic,yes,enterprise,8,5,4,Theatre & Tourism
maths,other,2,6,132,no,0,yes,music,5,6,yes,10,1,no,0,no,0,0,0,yes,nutritionist,orthopaedic,no,0,7,9,7,Medicine and Nutrition
arts,other,10,9,340,no,0,yes,literature,1,4,yes,6,4,no,0,no,0,0,0,yes,medical,orthopaedic,no,0,7,3,2,Medicine and Nutrition
bio,female,2,1,238,no,0,yes,literature,1,0,no,5,10,yes,5,yes,software,0,0,no,0,0,yes,enterprise,1,7,10,Business/Industrial Mngmnt.
arts,other,9,7,378,yes,2,no,0,2,6,no,5,8,no,0,no,0,0,0,no,0,0,no,0,1,6,10,CA/CS/Banking
maths,other,4,5,217,yes,4,yes,tourism,1,7,no,8,6,no,0,yes,software,0,0,yes,nutritionist,dental,yes,agriculture,10,5,1,Sports Science
maths,other,6,10,347,yes,1,no,0,9,9,no,7,7,yes,9,no,0,0,0,no,0,0,yes,enterprise,1,4,7,Teaching
commerce,female,4,7,130,no,0,no,0,3,6,no,3,4,yes,3,no,0,0,0,yes,medical,pediatrician,yes,agriculture,5,6,5,Medicine and Nutrition
maths,other,1,0,16,yes,2,yes,fineart,2,4,no,9,1,yes,1,yes,hardware,0,0,yes,medical,pediatrician,no,0,3,4,4,Medicine and Nutrition
commerce,other,8,5,342,yes,4,yes,literature,3,0,no,1,10,yes,6,yes,hardware,0,0,yes,medical,orthopaedic,no,0,7,9,6,Sports Science
maths,other,10,5,463,yes,1,no,0,1,1,yes,9,10,no,0,no,0,0,0,no,0,0,no,0,7,1,10,Marketing Management
commerce,male,10,8,339,yes,3,yes,literature,6,1,yes,8,2,yes,10,no,0,0,0,yes,medical,physician,yes,enterprise,1,10,4,Chemical Engineering
none,female,9,5,470,yes,1,no,0,10,4,no,3,2,no,0,yes,software,0,0,no,0,0,no,0,4,6,4,CA/CS/Banking
arts,other,0,10,0,yes,2,yes,theatre,5,4,no,1,3,no,0,no,0,0,0,no,0,0,yes,enterprise,5,9,7,Theatre & Tourism
commerce,male,2,7,10,yes,4,yes,tourism,3,9,yes,7,2,yes,6,no,0,0,0,no,0,0,no,0,3,5,10,Sports Science
none,male,8,2,445,no,0,yes,fineart,5,6,no,5,8,no,0,yes,hardware,0,0,no,0,0,no,0,10,6,7,UPSC/GPSC etc.
none,male,9,8,443,no,0,yes,tourism,4,4,yes,1,8,yes,4,no,0,0,0,no,0,0,no,0,4,5,4,ARTS
none,male,6,9,499,no,0,yes,literature,7,10,no,6,7,yes,2,yes,hardware,0,0,yes,medical,veterinary,no,0,5,2,7,Teaching
arts,female,2,6,248,yes,4,no,0,1,1,yes,10,9,no,0,yes,hardware,0,0,yes,medical,pediatrician,no,0,10,3,4,Sports Science
commerce,male,0,6,37,no,0,yes,music,2,7,yes,9,2,yes,1,yes,hardware,0,0,no,0,0,no,0,1,1,8,Graphics & Designing
none,other,2,3,225,yes,1,yes,literature,2,9,yes,9,8,yes,6,no,0,0,0,no,0,0,no,0,1,7,9,Marketing Management
bio,female,9,10,391,no,0,yes,literature,0,1,yes,2,6,no,0,yes,software,0,0,yes,nutritionist,pediatrician,yes,enterprise,2,3,1,Medicine and Nutrition
arts,male,0,0,57,no,0,no,0,9,8,yes,10,6,no,0,yes,hardware,0,0,no,0,0,no,0,3,9,3,Teaching
maths,female,9,5,483,no,0,no,0,9,1,yes,6,3,yes,1,yes,hardware,0,0,no,0,0,no,0,9,7,4,UPSC/GPSC etc.
commerce,other,4,0,328,yes,3,no,0,1,5,no,4,3,yes,10,no,0,0,0,no,0,0,yes,enterprise,7,1,7,Chemical Engineering
none,male,4,7,165,no,0,yes,literature,9,9,no,4,9,no,0,no,0,0,0,yes,nutritionist,physician,yes,agriculture,9,10,10,Teaching
